f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r;azimuth;distance_ring
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[4, 4, 4, 8, 3, 5, 6, 4];[0, 0, 0, 15, 15, 10, 15, 10];[2, 2, 1, 4, 4, 3, 4, 3];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.353482143301617;9.404373795069175;-13.40378777477706;-13.384870575718017;20.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[4, 4, 4, 5, 4, 7, 6, 6];[10, 10, 15, 15, 15, 0, 0, 10];[3, 3, 4, 4, 4, 2, 2, 3];[4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.35280961837919;9.399665290368318;-13.402352648787232;-13.374823824094722;30.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 5, 7, 3, 12, 10, 7];[10, 10, 10, 15, 15, 15, 15, 15];[3, 3, 3, 4, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.351899799342483;9.393295670741843;-13.401056917258163;-13.365753404643952;40.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 10, 8, 10, 11, 27, 10];[0, 0, 0, 15, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.35078033248205;9.385458567925308;-13.399939950981276;-13.357934948654743;50.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 8, 8, 7, 10, 9, 12];[0, 0, 0, 0, 15, 15, 0, 15];[2, 2, 2, 2, 4, 4, 2, 4];[4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.349485234023053;9.376392196801755;-13.39903568775727;-13.351605982856189;60.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[7, 7, 5, 8, 8, 10, 10, 10];[15, 15, 0, 15, 15, 15, 15, 0];[4, 4, 2, 4, 4, 4, 4, 1];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.34805385634309;9.36637210656791;-13.398371601292654;-13.346958716458076;70.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[7, 7, 5, 10, 12, 13, 23, 8];[0, 0, 10, 0, 15, 15, 15, 15];[2, 2, 3, 2, 4, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.346529692093162;9.355702799572292;-13.397967866651816;-13.344134212453069;80.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[7, 7, 6, 8, 7, 18, 24, 11];[0, 0, 10, 0, 15, 15, 15, 15];[2, 2, 3, 2, 4, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.344959052579249;9.344708473547998;-13.397836747594349;-13.343218118833503;90.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 6, 7, 11, 9, 5, 7];[0, 0, 0, 0, 15, 0, 15, 0];[2, 2, 2, 2, 4, 2, 4, 1];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.343389660575317;9.333723169197281;-13.39798222437117;-13.344238087272464;100.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 6, 8, 9, 9, 8, 10];[0, 0, 10, 10, 0, 0, 15, 15];[2, 2, 3, 3, 2, 2, 4, 4];[4, 4, 4, 3, 3, 3, 3, 1];57;10;1;9.341869200329205;9.323080622675318;-13.398399873237308;-13.347162955116602;110.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 9, 6, 5, 15, 9, 7];[0, 0, 0, 0, 0, 15, 10, 15];[2, 2, 2, 2, 2, 4, 3, 4];[4, 4, 4, 4, 4, 3, 3, 1];57;10;1;9.340443868814043;9.31310413099599;-13.39907700128792;-13.351903712855336;120.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 4, 2, 7, 7, 4, 5];[0, 0, 0, 10, 0, 15, 15, 10];[2, 2, 2, 3, 2, 4, 4, 3];[4, 4, 4, 4, 4, 3, 3, 1];57;10;1;9.339156972230905;9.304096737547834;-13.399993032469654;-13.358316225203312;130.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 4, 8, 5, 6, 7, 6];[0, 0, 0, 15, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 3];57;10;1;9.338047610386084;9.296332034842152;-13.40112013299731;-13.366205621166024;140.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 11, 6, 7, 3, 5, 3];[15, 15, 15, 0, 10, 10, 10, 10];[4, 4, 4, 2, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.33714948889175;9.290045862660945;-13.402424057145954;-13.375332218485488;150.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[10, 10, 7, 9, 7, 6, 5, 5];[0, 0, 0, 15, 15, 0, 10, 15];[2, 2, 2, 4, 4, 2, 3, 4];[4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.336489895252994;9.28542915252433;-13.403865187710549;-13.385418802108992;160.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[13, 13, 5, 4, 4, 4, 5, 6];[0, 0, 10, 10, 10, 10, 10, 15];[2, 2, 3, 3, 3, 3, 3, 4];[4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.336088869926671;9.282622134681576;-13.40539973952891;-13.39615903607486;170.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 12, 4, 4, 6, 8, 6];[10, 10, 15, 15, 15, 15, 15, 0];[3, 3, 4, 4, 4, 4, 4, 1];[4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.335958597517804;9.28171008268244;-13.406981089526854;-13.407226754585176;180.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 6, 5, 4, 0, 0, 0];[10, 10, 15, 15, 0, 0, 0, 0];[3, 3, 4, 4, 1, 1, 1, 1];[4, 4, 4, 4, 4, 1, 1, 1];57;10;1;9.33610303659795;9.28272072422244;-13.408561192914307;-13.418285851967656;190.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[7, 7, 5, 9, 0, 0, 0, 0];[0, 0, 15, 15, 0, 0, 0, 0];[2, 2, 4, 4, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.336517799388467;9.285623396743503;-13.410092042552835;-13.429000473440752;200.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[10, 10, 4, 0, 0, 0, 0, 0];[10, 10, 15, 0, 0, 0, 0, 0];[3, 3, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.33719028496894;9.29032997368808;-13.411527127206359;-13.43904519958657;210.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 4, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.338100061976828;9.296697533902885;-13.412822844417603;-13.44811491746749;220.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 7, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.33921948919088;9.304532694048037;-13.413939825122085;-13.455934080412899;230.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[4, 4, 8, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.340514555167868;9.313597473555172;-13.414844129778928;-13.462265076422936;240.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[4, 4, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.341945911447993;9.323616515199468;-13.415508279684202;-13.466915451413435;250.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.343470067961404;9.334285443107202;-13.415912092121651;-13.46974376744963;260.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 1, 1, 1, 1, 1, 1];57;10;1;9.34504071433525;9.345280105268447;-13.416043293948256;-13.470663916752898;270.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[4, 4, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.346610126968166;9.356266420437837;-13.41589789492992;-13.46964775847627;280.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 0, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.348130619124145;9.366910530540904;-13.415480309432796;-13.466725995712519;290.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 7, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.349555989981257;9.376888949973397;-13.414803222718492;-13.461987263454185;300.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 5, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.350842928593211;9.38589840283184;-13.413887205854584;-13.455575452683284;310.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[6, 6, 5, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.351952330084412;9.393665048209895;-13.412760090899337;-13.447685349772517;320.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[7, 7, 7, 7, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0];[4, 4, 4, 2, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.352850484060767;9.399952812010428;-13.411456125317862;-13.43855672224682;330.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 3, 1, 4, 5, 0, 0];[15, 15, 15, 10, 15, 0, 0, 0];[4, 4, 4, 3, 4, 1, 1, 1];[4, 4, 4, 4, 4, 4, 1, 1];57;10;1;9.35351009909936;9.404570570740042;-13.410014931312602;-13.428467030030838;340.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[7, 7, 4, 5, 5, 4, 4, 0];[10, 10, 15, 10, 15, 10, 0, 0];[3, 3, 4, 3, 4, 3, 1, 1];[4, 4, 4, 4, 4, 3, 3, 1];57;10;1;9.353911132162196;9.407377967673069;-13.40848030169763;-13.417722984028384;350.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[14, 14, 4, 5, 5, 14, 4, 0, 4];[15, 15, 0, 0, 0, 15, 10, 0, 0];[4, 4, 2, 2, 2, 4, 3, 1, 1];[4, 4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.354041397711129;9.417331047724112;-13.406898868930545;-13.406609787811906;0.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[5, 5, 6, 5, 5, 3, 3, 0, 0];[0, 0, 0, 0, 10, 10, 10, 0, 0];[2, 2, 2, 2, 3, 3, 3, 1, 1];[4, 4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.353896938002;9.41617479065718;-13.405318687784602;-13.393966151503193;10.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[4, 4, 4, 8, 3, 5, 6, 4, 7];[0, 0, 0, 15, 15, 10, 15, 10, 10];[2, 2, 1, 4, 4, 3, 4, 3, 3];[4, 4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.353482143301617;9.412855534934245;-13.40378777477706;-13.38171706597912;20.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[4, 4, 4, 5, 4, 7, 6, 6, 5];[10, 10, 15, 15, 15, 0, 0, 10, 15];[3, 3, 4, 4, 4, 2, 2, 3, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.35280961837919;9.4074742278858;-13.402352648787232;-13.370234898195967;30.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 5, 7, 3, 12, 10, 7, 4];[10, 10, 10, 15, 15, 15, 15, 15, 15];[3, 3, 3, 4, 4, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.351899799342483;9.40019449313873;-13.401056917258163;-13.35986864795525;40.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 10, 8, 10, 11, 27, 10, 9];[0, 0, 0, 15, 15, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.35078033248205;9.391237644827525;-13.399939950981276;-13.350933329167496;50.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 8, 8, 7, 10, 9, 12, 21];[0, 0, 0, 0, 15, 15, 0, 15, 15];[2, 2, 2, 2, 4, 4, 2, 4, 4];[4, 4, 3, 3, 3, 3, 3, 3, 3];57;10;1;9.349485234023053;9.380875947976985;-13.39903568775727;-13.34370039351503;60.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[7, 7, 5, 8, 8, 10, 10, 10, 9];[15, 15, 0, 15, 15, 15, 15, 0, 15];[4, 4, 2, 4, 4, 4, 4, 1, 4];[4, 4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.34805385634309;9.369424331725781;-13.398371601292654;-13.338389488037077;70.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[7, 7, 5, 10, 12, 13, 23, 8, 6];[0, 0, 10, 0, 15, 15, 15, 15, 15];[2, 2, 3, 2, 4, 4, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.346529692093162;9.357230808935144;-13.397967866651816;-13.335161796343248;80.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[7, 7, 6, 8, 7, 18, 24, 11, 7];[0, 0, 10, 0, 15, 15, 15, 15, 15];[2, 2, 3, 2, 4, 4, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3, 3, 3];57;10;1;9.344959052579249;9.34466589467371;-13.397836747594349;-13.334115163865162;90.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 6, 7, 11, 9, 5, 7, 0];[0, 0, 0, 0, 15, 0, 15, 0, 0];[2, 2, 2, 2, 4, 2, 4, 1, 1];[4, 4, 4, 3, 3, 3, 3, 3, 1];57;10;1;9.343389660575317;9.33211134595588;-13.39798222437117;-13.335281152426472;100.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[5, 5, 6, 8, 9, 9, 8, 10, 0];[0, 0, 10, 10, 0, 0, 15, 15, 0];[2, 2, 3, 3, 2, 2, 4, 4, 1];[4, 4, 4, 3, 3, 3, 3, 1, 1];57;10;1;9.341869200329205;9.31994856510344;-13.398399873237308;-13.338624110235639;110.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[5, 5, 9, 6, 5, 15, 9, 7, 0];[0, 0, 0, 0, 0, 15, 10, 15, 0];[2, 2, 2, 2, 2, 4, 3, 4, 1];[4, 4, 4, 4, 4, 3, 3, 1, 1];57;10;1;9.340443868814043;9.308547018675267;-13.39907700128792;-13.344042282040299;120.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 4, 2, 7, 7, 4, 5, 5];[0, 0, 0, 10, 0, 15, 15, 10, 15];[2, 2, 2, 3, 2, 4, 4, 3, 4];[4, 4, 4, 4, 4, 3, 3, 1, 1];57;10;1;9.339156972230905;9.298253022859853;-13.399993032469654;-13.351370922495907;130.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 4, 8, 5, 6, 7, 6, 9];[0, 0, 0, 15, 15, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4, 3, 1];57;10;1;9.338047610386084;9.289379234650973;-13.40112013299731;-13.360387315617839;140.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 11, 6, 7, 3, 5, 3, 6];[15, 15, 15, 0, 10, 10, 10, 10, 15];[4, 4, 4, 2, 3, 3, 3, 3, 4];[4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.33714948889175;9.282195166428018;-13.402424057145954;-13.370817546240618;150.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[10, 10, 7, 9, 7, 6, 5, 5, 0];[0, 0, 0, 15, 15, 0, 10, 15, 0];[2, 2, 2, 4, 4, 2, 3, 4, 1];[4, 4, 4, 4, 4, 4, 4, 4, 4];57;10;1;9.336489895252994;9.276919010420677;-13.403865187710549;-13.382344817306693;160.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[13, 13, 5, 4, 4, 4, 5, 6, 0];[0, 0, 10, 10, 10, 10, 10, 15, 0];[2, 2, 3, 3, 3, 3, 3, 4, 1];[4, 4, 4, 4, 4, 4, 4, 4, 1];57;10;1;9.336088869926671;9.273711019894627;-13.40539973952891;-13.394619060997442;170.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 12, 4, 4, 6, 8, 6, 0];[10, 10, 15, 15, 15, 15, 15, 0, 0];[3, 3, 4, 4, 4, 4, 4, 1, 1];[4, 4, 4, 4, 4, 4, 4, 4, 1];57;10;1;9.335958597517804;9.272668646927881;-13.406981089526854;-13.407267553459628;180.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[6, 6, 6, 5, 4, 0, 0, 0, 6];[10, 10, 15, 15, 0, 0, 0, 0, 15];[3, 3, 4, 4, 1, 1, 1, 1, 4];[4, 4, 4, 4, 4, 1, 1, 1, 1];57;10;1;9.33610303659795;9.273823583738888;-13.408561192914307;-13.419906213219049;190.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[7, 7, 5, 9, 0, 0, 0, 0, 0];[0, 0, 15, 15, 0, 0, 0, 0, 0];[2, 2, 4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1, 1, 1];57;10;1;9.336517799388467;9.277140797228624;-13.410092042552835;-13.432151243123787;200.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[10, 10, 4, 0, 0, 0, 0, 0, 0];[10, 10, 15, 0, 0, 0, 0, 0, 0];[3, 3, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1];57;10;1;9.33719028496894;9.28251958639106;-13.411527127206359;-13.443630765385924;210.0;8
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0];[5, 5, 4, 0, 0, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1, 1, 1];57;10;1;9.338100061976828;9.289796631294438;-13.412822844417603;-13.453996099291954;220.0;8
